From	To	Species	Gene Name
215170_s_at	CEP152	Homo sapiens	centrosomal protein 152kDa
222053_at	TAF6L	Homo sapiens	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa
215441_at	LOC401131	Homo sapiens	hypothetical LOC401131
218350_s_at	gmnn	Homo sapiens	geminin, DNA replication inhibitor
213194_at	ROBO1	Homo sapiens	roundabout, axon guidance receptor, homolog 1 (Drosophila); similar to roundabout 1 isoform b
213194_at	LOC642132	Homo sapiens	roundabout, axon guidance receptor, homolog 1 (Drosophila); similar to roundabout 1 isoform b
210784_x_at	Lilrb3	Homo sapiens	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3
208543_at	OR10H2	Homo sapiens	olfactory receptor, family 10, subfamily H, member 2
210684_s_at	DLG4	Homo sapiens	discs, large homolog 4 (Drosophila)
203010_at	STAT5A	Homo sapiens	signal transducer and activator of transcription 5A
214358_at	ACACA	Homo sapiens	acetyl-Coenzyme A carboxylase alpha
215888_at	PDS5B	Homo sapiens	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)
218206_x_at	Scand1	Homo sapiens	SCAN domain containing 1
217403_s_at	ZNF227	Homo sapiens	zinc finger protein 227
204808_s_at	TMEM5	Homo sapiens	transmembrane protein 5
205657_at	HAAO	Homo sapiens	3-hydroxyanthranilate 3,4-dioxygenase
208117_s_at	LAS1L	Homo sapiens	LAS1-like (S. cerevisiae)
202447_at	DECR1	Homo sapiens	2,4-dienoyl CoA reductase 1, mitochondrial
205464_at	SCNN1B	Homo sapiens	sodium channel, nonvoltage-gated 1, beta
214328_s_at	HSP90AA2	Homo sapiens	heat shock protein 90kDa alpha (cytosolic), class A member 2; heat shock protein 90kDa alpha (cytosolic), class A member 1
214328_s_at	HSP90AA1	Homo sapiens	heat shock protein 90kDa alpha (cytosolic), class A member 2; heat shock protein 90kDa alpha (cytosolic), class A member 1
202435_s_at	CYP1B1	Homo sapiens	cytochrome P450, family 1, subfamily B, polypeptide 1
219186_at	ZBTB7A	Homo sapiens	zinc finger and BTB domain containing 7A
205256_at	ZBTB39	Homo sapiens	zinc finger and BTB domain containing 39
220396_at	PRO2268	Homo sapiens	hypothetical protein PRO2268
205635_at	KALRN	Homo sapiens	kalirin, RhoGEF kinase
221059_s_at	cotl1	Homo sapiens	coactosin-like 1 (Dictyostelium)
211419_s_at	Chn2	Homo sapiens	chimerin (chimaerin) 2
205265_s_at	speG	Homo sapiens	SPEG complex locus
218630_at	mks1	Homo sapiens	Meckel syndrome, type 1
219723_x_at	AGPAT3	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 3
215618_at	rsu1	Homo sapiens	Ras suppressor protein 1
219937_at	TRHDE	Homo sapiens	thyrotropin-releasing hormone degrading enzyme
207456_at	HNF4G	Homo sapiens	hepatocyte nuclear factor 4, gamma
221506_s_at	Tnpo2	Homo sapiens	transportin 2
221611_s_at	Phf7	Homo sapiens	PHD finger protein 7
203765_at	Gca	Homo sapiens	grancalcin, EF-hand calcium binding protein
201193_at	IDH1	Homo sapiens	isocitrate dehydrogenase 1 (NADP+), soluble
208057_s_at	GLI2	Homo sapiens	GLI family zinc finger 2
207880_at	ADAM11	Homo sapiens	ADAM metallopeptidase domain 11
205649_s_at	FGA	Homo sapiens	fibrinogen alpha chain
208691_at	TFRC	Homo sapiens	transferrin receptor (p90, CD71)
220479_at	LOC29034	Homo sapiens	hypothetical LOC29034
201196_s_at	AMD1	Homo sapiens	adenosylmethionine decarboxylase 1
220761_s_at	TAOK3	Homo sapiens	TAO kinase 3
206677_at	Krt31	Homo sapiens	keratin 31
206004_at	TGM3	Homo sapiens	transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)
218550_s_at	Lrrc20	Homo sapiens	leucine rich repeat containing 20
220493_at	dmrt1	Homo sapiens	doublesex and mab-3 related transcription factor 1
202215_s_at	nfyc	Homo sapiens	nuclear transcription factor Y, gamma
221707_s_at	VPS53	Homo sapiens	vacuolar protein sorting 53 homolog (S. cerevisiae)
207709_at	prkaa2	Homo sapiens	protein kinase, AMP-activated, alpha 2 catalytic subunit
213016_at	Bbx	Homo sapiens	bobby sox homolog (Drosophila)
219963_at	DUSP13	Homo sapiens	dual specificity phosphatase 13
204006_s_at	Fcgr3a	Homo sapiens	Fc fragment of IgG, low affinity IIIa, receptor (CD16a)
221231_s_at	c14orf102	Homo sapiens	chromosome 14 open reading frame 102
208096_s_at	COL21A1	Homo sapiens	collagen, type XXI, alpha 1
209050_s_at	RALGDS	Homo sapiens	ral guanine nucleotide dissociation stimulator
215947_s_at	fam136a	Homo sapiens	family with sequence similarity 136, member A
211565_at	SH3GL3	Homo sapiens	SH3-domain GRB2-like 3
200996_at	ACTR3	Homo sapiens	ARP3 actin-related protein 3 homolog (yeast)
205387_s_at	CGB	Homo sapiens	chorionic gonadotropin, beta polypeptide 5; chorionic gonadotropin, beta polypeptide; chorionic gonadotropin, beta polypeptide 8
205387_s_at	CGB5	Homo sapiens	chorionic gonadotropin, beta polypeptide 5; chorionic gonadotropin, beta polypeptide; chorionic gonadotropin, beta polypeptide 8
205387_s_at	CGB8	Homo sapiens	chorionic gonadotropin, beta polypeptide 5; chorionic gonadotropin, beta polypeptide; chorionic gonadotropin, beta polypeptide 8
201504_s_at	TSN	Homo sapiens	translin
202349_at	TOR1A	Homo sapiens	torsin family 1, member A (torsin A)
204149_s_at	GSTM4	Homo sapiens	glutathione S-transferase mu 4
210225_x_at	Lilrb3	Homo sapiens	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3
206214_at	PLA2G7	Homo sapiens	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)
213284_at	zfp36l1	Homo sapiens	zinc finger protein 36, C3H type-like 1
213665_at	Sox4	Homo sapiens	SRY (sex determining region Y)-box 4
210739_x_at	SLC4A4	Homo sapiens	solute carrier family 4, sodium bicarbonate cotransporter, member 4
213492_at	COL2A1	Homo sapiens	collagen, type II, alpha 1
218451_at	CDCP1	Homo sapiens	CUB domain containing protein 1
215011_at	Snhg3	Homo sapiens	small nucleolar RNA host gene 3 (non-protein coding)
221678_at	ABHD6	Homo sapiens	abhydrolase domain containing 6
206033_s_at	dsc3	Homo sapiens	desmocollin 3
210979_at	ASAH1	Homo sapiens	N-acylsphingosine amidohydrolase (acid ceramidase) 1
209488_s_at	Rbpms	Homo sapiens	RNA binding protein with multiple splicing
200050_at	ZNF146	Homo sapiens	zinc finger protein 146
218667_at	PJA1	Homo sapiens	praja ring finger 1
215433_at	LOC100133317	Homo sapiens	dpy-19-like 1 (C. elegans); similar to hCG1645499
215433_at	DPY19L1	Homo sapiens	dpy-19-like 1 (C. elegans); similar to hCG1645499
200676_s_at	ube2l3	Homo sapiens	ubiquitin-conjugating enzyme E2L 3
212635_at	tnpo1	Homo sapiens	transportin 1
206943_at	tgfbr1	Homo sapiens	transforming growth factor, beta receptor 1
221135_s_at	ASTE1	Homo sapiens	asteroid homolog 1 (Drosophila)
64408_s_at	calml4	Homo sapiens	calmodulin-like 4
221723_s_at	SLC4A5	Homo sapiens	solute carrier family 4, sodium bicarbonate cotransporter, member 5
213983_s_at	PDS5A	Homo sapiens	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)
204283_at	FARS2	Homo sapiens	phenylalanyl-tRNA synthetase 2, mitochondrial
50376_at	ZNF444	Homo sapiens	zinc finger protein 444
221917_s_at	Grsf1	Homo sapiens	G-rich RNA sequence binding factor 1
202987_at	TRAF3IP2	Homo sapiens	TRAF3 interacting protein 2
220395_at	Dnaja4	Homo sapiens	DnaJ (Hsp40) homolog, subfamily A, member 4
210968_s_at	rtn4	Homo sapiens	reticulon 4
213624_at	smpdl3a	Homo sapiens	sphingomyelin phosphodiesterase, acid-like 3A
220276_at	RERGL	Homo sapiens	RERG/RAS-like
205361_s_at	PFDN4	Homo sapiens	prefoldin subunit 4
203518_at	LYST	Homo sapiens	lysosomal trafficking regulator
218016_s_at	Polr3e	Homo sapiens	polymerase (RNA) III (DNA directed) polypeptide E (80kD)
215596_s_at	RNF160	Homo sapiens	ring finger protein 160
210316_at	Flt4	Homo sapiens	fms-related tyrosine kinase 4
219459_at	Polr3b	Homo sapiens	polymerase (RNA) III (DNA directed) polypeptide B
207164_s_at	ZNF238	Homo sapiens	zinc finger protein 238
221536_s_at	lsg1	Homo sapiens	large subunit GTPase 1 homolog (S. cerevisiae)
222040_at	LOC644037	Homo sapiens	heterogeneous nuclear ribonucleoprotein A1-like 3; similar to heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene 2; heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene
222040_at	LOC645691	Homo sapiens	heterogeneous nuclear ribonucleoprotein A1-like 3; similar to heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene 2; heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene
222040_at	HNRPA1L-2	Homo sapiens	heterogeneous nuclear ribonucleoprotein A1-like 3; similar to heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene 2; heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene
222040_at	LOC728643	Homo sapiens	heterogeneous nuclear ribonucleoprotein A1-like 3; similar to heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene 2; heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene
222040_at	HNRNPA1P2	Homo sapiens	heterogeneous nuclear ribonucleoprotein A1-like 3; similar to heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene 2; heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene
222040_at	HNRNPA1	Homo sapiens	heterogeneous nuclear ribonucleoprotein A1-like 3; similar to heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene 2; heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene
222040_at	HNRPA1L3	Homo sapiens	heterogeneous nuclear ribonucleoprotein A1-like 3; similar to heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene 2; heterogeneous nuclear ribonucleoprotein A1; heterogeneous nuclear ribonucleoprotein A1 pseudogene
204426_at	Tmed2	Homo sapiens	transmembrane emp24 domain trafficking protein 2
222136_x_at	ZNF43	Homo sapiens	zinc finger protein 43
218310_at	Rabgef1	Homo sapiens	RAB guanine nucleotide exchange factor (GEF) 1
203557_s_at	Pcbd1	Homo sapiens	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha
214048_at	MBD4	Homo sapiens	methyl-CpG binding domain protein 4
213191_at	TICAM1	Homo sapiens	toll-like receptor adaptor molecule 1
200695_at	PPP2R1A	Homo sapiens	protein phosphatase 2 (formerly 2A), regulatory subunit A, alpha isoform
205487_s_at	Vgll1	Homo sapiens	vestigial like 1 (Drosophila)
204320_at	COL11A1	Homo sapiens	collagen, type XI, alpha 1
220082_at	PPP1R14D	Homo sapiens	protein phosphatase 1, regulatory (inhibitor) subunit 14D
215764_x_at	Ap2a2	Homo sapiens	adaptor-related protein complex 2, alpha 2 subunit
201484_at	SUPT4H1	Homo sapiens	suppressor of Ty 4 homolog 1 (S. cerevisiae)
217003_s_at	ADAM5P	Homo sapiens	ADAM metallopeptidase domain 5 pseudogene
204288_s_at	SORBS2	Homo sapiens	sorbin and SH3 domain containing 2
219856_at	C1orf116	Homo sapiens	chromosome 1 open reading frame 116
220351_at	CCRL1	Homo sapiens	chemokine (C-C motif) receptor-like 1
209439_s_at	PHKA2	Homo sapiens	phosphorylase kinase, alpha 2 (liver)
209383_at	DDIT3	Homo sapiens	DNA-damage-inducible transcript 3
204556_s_at	DZIP1	Homo sapiens	DAZ interacting protein 1
216493_s_at	igf2bp3	Homo sapiens	insulin-like growth factor 2 mRNA binding protein 3
218426_s_at	rnf216	Homo sapiens	ring finger protein 216
209190_s_at	DIAPH1	Homo sapiens	diaphanous homolog 1 (Drosophila)
215923_s_at	Psd4	Homo sapiens	pleckstrin and Sec7 domain containing 4
202221_s_at	EP300	Homo sapiens	E1A binding protein p300
211594_s_at	mRpL9	Homo sapiens	mitochondrial ribosomal protein L9
204242_s_at	Acox3	Homo sapiens	acyl-Coenzyme A oxidase 3, pristanoyl
205379_at	Cbr3	Homo sapiens	carbonyl reductase 3
210038_at	prkcq	Homo sapiens	protein kinase C, theta
209677_at	PRKCI	Homo sapiens	protein kinase C, iota
222273_at	PAPOLG	Homo sapiens	poly(A) polymerase gamma
201393_s_at	Igf2r	Homo sapiens	insulin-like growth factor 2 receptor
210480_s_at	myo6	Homo sapiens	myosin VI
219448_at	TMEM70	Homo sapiens	transmembrane protein 70
210689_at	CLDN14	Homo sapiens	claudin 14
212649_at	DHX29	Homo sapiens	DEAH (Asp-Glu-Ala-His) box polypeptide 29
201149_s_at	TIMP3	Homo sapiens	TIMP metallopeptidase inhibitor 3
214919_s_at	ANKHD1	Homo sapiens	ankyrin repeat and KH domain containing 1; ANKHD1-EIF4EBP3 readthrough transcript; eukaryotic translation initiation factor 4E binding protein 3
214919_s_at	Ankhd1-Eif4ebp3	Homo sapiens	ankyrin repeat and KH domain containing 1; ANKHD1-EIF4EBP3 readthrough transcript; eukaryotic translation initiation factor 4E binding protein 3
214919_s_at	Eif4ebp3	Homo sapiens	ankyrin repeat and KH domain containing 1; ANKHD1-EIF4EBP3 readthrough transcript; eukaryotic translation initiation factor 4E binding protein 3
211908_x_at	IGHV3-11	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
211908_x_at	IGHV3-7	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
211908_x_at	IGHG3	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
211908_x_at	Ighg1	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
211908_x_at	IGH@	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
211908_x_at	IGHM	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
211908_x_at	ighv4-31	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
212845_at	samd4a	Homo sapiens	sterile alpha motif domain containing 4A
216184_s_at	RIMS1	Homo sapiens	regulating synaptic membrane exocytosis 1
221664_s_at	F11r	Homo sapiens	F11 receptor
203724_s_at	RUFY3	Homo sapiens	RUN and FYVE domain containing 3
205503_at	PTPN14	Homo sapiens	protein tyrosine phosphatase, non-receptor type 14
202206_at	Arl4c	Homo sapiens	ADP-ribosylation factor-like 4C
210335_at	RASSF9	Homo sapiens	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9
209101_at	CTGF	Homo sapiens	connective tissue growth factor
207185_at	SLC10A1	Homo sapiens	solute carrier family 10 (sodium/bile acid cotransporter family), member 1
204829_s_at	FOLR2	Homo sapiens	folate receptor 2 (fetal)
212371_at	PPPDE1	Homo sapiens	PPPDE peptidase domain containing 1
215473_at	LOC388458	Homo sapiens	hypothetical gene supported by BC040718
214201_x_at	BAT2	Homo sapiens	HLA-B associated transcript 2
201124_at	Itgb5	Homo sapiens	integrin, beta 5
208557_at	HOXA6	Homo sapiens	homeobox A6
208427_s_at	ELAVL2	Homo sapiens	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)
202128_at	KIAA0317	Homo sapiens	KIAA0317
203598_s_at	WBP4	Homo sapiens	WW domain binding protein 4 (formin binding protein 21)
205172_x_at	Cltb	Homo sapiens	clathrin, light chain (Lcb)
206892_at	AMHR2	Homo sapiens	anti-Mullerian hormone receptor, type II
221051_s_at	ITGB1BP3	Homo sapiens	integrin beta 1 binding protein 3
210223_s_at	MR1	Homo sapiens	major histocompatibility complex, class I-related
208776_at	Psmd11	Homo sapiens	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
36475_at	gcat	Homo sapiens	glycine C-acetyltransferase (2-amino-3-ketobutyrate coenzyme A ligase)
207391_s_at	PIP5K1A	Homo sapiens	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha
216567_at	MBP	Homo sapiens	myelin basic protein
205789_at	CD1D	Homo sapiens	CD1d molecule
202814_s_at	Hexim1	Homo sapiens	hexamethylene bis-acetamide inducible 1
216191_s_at	traC	Homo sapiens	T cell receptor alpha constant; T cell receptor alpha locus; T cell receptor alpha variable 20; T cell receptor delta locus; T cell receptor delta variable 2
216191_s_at	TRDV2	Homo sapiens	T cell receptor alpha constant; T cell receptor alpha locus; T cell receptor alpha variable 20; T cell receptor delta locus; T cell receptor delta variable 2
216191_s_at	tra@	Homo sapiens	T cell receptor alpha constant; T cell receptor alpha locus; T cell receptor alpha variable 20; T cell receptor delta locus; T cell receptor delta variable 2
216191_s_at	TRAV20	Homo sapiens	T cell receptor alpha constant; T cell receptor alpha locus; T cell receptor alpha variable 20; T cell receptor delta locus; T cell receptor delta variable 2
216191_s_at	TRD@	Homo sapiens	T cell receptor alpha constant; T cell receptor alpha locus; T cell receptor alpha variable 20; T cell receptor delta locus; T cell receptor delta variable 2
206651_s_at	CPB2	Homo sapiens	carboxypeptidase B2 (plasma)
220749_at	C10orf68	Homo sapiens	chromosome 10 open reading frame 68
64486_at	CORO1B	Homo sapiens	coronin, actin binding protein, 1B
219180_s_at	PEX26	Homo sapiens	peroxisomal biogenesis factor 26
211403_x_at	VCX2	Homo sapiens	variable charge, X-linked 2
40465_at	ddx23	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23
221035_s_at	Tex14	Homo sapiens	testis expressed 14
205866_at	FCN3	Homo sapiens	ficolin (collagen/fibrinogen domain containing) 3 (Hakata antigen)
219081_at	ANKHD1	Homo sapiens	ankyrin repeat and KH domain containing 1; ANKHD1-EIF4EBP3 readthrough transcript; eukaryotic translation initiation factor 4E binding protein 3
