From	To	Species	Gene Name
A_23_P75790	C11orf9	Homo sapiens	chromosome 11 open reading frame 9
A_23_P125286	OR52A1	Homo sapiens	olfactory receptor, family 52, subfamily A, member 1
A_23_P305581	Gpr26	Homo sapiens	G protein-coupled receptor 26
A_23_P207582	CCL16	Homo sapiens	chemokine (C-C motif) ligand 16
A_24_P738168	Frem3	Homo sapiens	FRAS1 related extracellular matrix 3
A_23_P366125	EME2	Homo sapiens	essential meiotic endonuclease 1 homolog 2 (S. pombe)
A_23_P76961	RPS29P11	Homo sapiens	ribosomal protein S29 pseudogene 11; ribosomal protein S29 pseudogene 16; ribosomal protein S29 pseudogene 17; ribosomal protein S29 pseudogene 3; ribosomal protein S29 pseudogene 9; ribosomal protein S29
A_23_P76961	RPS29	Homo sapiens	ribosomal protein S29 pseudogene 11; ribosomal protein S29 pseudogene 16; ribosomal protein S29 pseudogene 17; ribosomal protein S29 pseudogene 3; ribosomal protein S29 pseudogene 9; ribosomal protein S29
A_23_P76961	RPS29P9	Homo sapiens	ribosomal protein S29 pseudogene 11; ribosomal protein S29 pseudogene 16; ribosomal protein S29 pseudogene 17; ribosomal protein S29 pseudogene 3; ribosomal protein S29 pseudogene 9; ribosomal protein S29
A_23_P76961	RPS29P3	Homo sapiens	ribosomal protein S29 pseudogene 11; ribosomal protein S29 pseudogene 16; ribosomal protein S29 pseudogene 17; ribosomal protein S29 pseudogene 3; ribosomal protein S29 pseudogene 9; ribosomal protein S29
A_23_P76961	RPS29P17	Homo sapiens	ribosomal protein S29 pseudogene 11; ribosomal protein S29 pseudogene 16; ribosomal protein S29 pseudogene 17; ribosomal protein S29 pseudogene 3; ribosomal protein S29 pseudogene 9; ribosomal protein S29
A_23_P76961	RPS29P16	Homo sapiens	ribosomal protein S29 pseudogene 11; ribosomal protein S29 pseudogene 16; ribosomal protein S29 pseudogene 17; ribosomal protein S29 pseudogene 3; ribosomal protein S29 pseudogene 9; ribosomal protein S29
A_23_P46936	Egr2	Homo sapiens	early growth response 2
A_24_P70993	CD99	Homo sapiens	CD99 molecule
A_24_P101617	LOC647123	Homo sapiens	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene
A_24_P60268	LRRTM4	Homo sapiens	leucine rich repeat transmembrane neuronal 4
A_24_P50972	GOLGA6L1	Homo sapiens	hypothetical LOC645202; Putative golgin subfamily A member 6-like protein 6; hypothetical LOC100132202; golgi autoantigen, golgin subfamily a-like
A_24_P50972	LOC645202	Homo sapiens	hypothetical LOC645202; Putative golgin subfamily A member 6-like protein 6; hypothetical LOC100132202; golgi autoantigen, golgin subfamily a-like
A_24_P50972	LOC440243	Homo sapiens	hypothetical LOC645202; Putative golgin subfamily A member 6-like protein 6; hypothetical LOC100132202; golgi autoantigen, golgin subfamily a-like
A_24_P50972	GOLGA6L6	Homo sapiens	hypothetical LOC645202; Putative golgin subfamily A member 6-like protein 6; hypothetical LOC100132202; golgi autoantigen, golgin subfamily a-like
A_24_P50972	LOC100132202	Homo sapiens	hypothetical LOC645202; Putative golgin subfamily A member 6-like protein 6; hypothetical LOC100132202; golgi autoantigen, golgin subfamily a-like
A_32_P120127	LOC100169752	Homo sapiens	hypothetical LOC100169752
A_23_P209805	NAB1	Homo sapiens	NGFI-A binding protein 1 (EGR1 binding protein 1)
A_23_P218111	SERPINA1	Homo sapiens	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1
A_23_P161719	CWF19L2	Homo sapiens	CWF19-like 2, cell cycle control (S. pombe)
A_23_P217068	RPL12P6	Homo sapiens	ribosomal protein L12 pseudogene 2; ribosomal protein L12 pseudogene 32; ribosomal protein L12 pseudogene 35; ribosomal protein L12 pseudogene 19; ribosomal protein L12 pseudogene 6; ribosomal protein L12; ribosomal protein L12 pseudogene 14
A_23_P217068	RPL12P32	Homo sapiens	ribosomal protein L12 pseudogene 2; ribosomal protein L12 pseudogene 32; ribosomal protein L12 pseudogene 35; ribosomal protein L12 pseudogene 19; ribosomal protein L12 pseudogene 6; ribosomal protein L12; ribosomal protein L12 pseudogene 14
A_23_P217068	RPL12P14	Homo sapiens	ribosomal protein L12 pseudogene 2; ribosomal protein L12 pseudogene 32; ribosomal protein L12 pseudogene 35; ribosomal protein L12 pseudogene 19; ribosomal protein L12 pseudogene 6; ribosomal protein L12; ribosomal protein L12 pseudogene 14
A_23_P217068	rpl12	Homo sapiens	ribosomal protein L12 pseudogene 2; ribosomal protein L12 pseudogene 32; ribosomal protein L12 pseudogene 35; ribosomal protein L12 pseudogene 19; ribosomal protein L12 pseudogene 6; ribosomal protein L12; ribosomal protein L12 pseudogene 14
A_23_P217068	RPL12P2	Homo sapiens	ribosomal protein L12 pseudogene 2; ribosomal protein L12 pseudogene 32; ribosomal protein L12 pseudogene 35; ribosomal protein L12 pseudogene 19; ribosomal protein L12 pseudogene 6; ribosomal protein L12; ribosomal protein L12 pseudogene 14
A_23_P217068	RPL12P35	Homo sapiens	ribosomal protein L12 pseudogene 2; ribosomal protein L12 pseudogene 32; ribosomal protein L12 pseudogene 35; ribosomal protein L12 pseudogene 19; ribosomal protein L12 pseudogene 6; ribosomal protein L12; ribosomal protein L12 pseudogene 14
A_23_P217068	RPL12P19	Homo sapiens	ribosomal protein L12 pseudogene 2; ribosomal protein L12 pseudogene 32; ribosomal protein L12 pseudogene 35; ribosomal protein L12 pseudogene 19; ribosomal protein L12 pseudogene 6; ribosomal protein L12; ribosomal protein L12 pseudogene 14
A_23_P349566	CCDC85A	Homo sapiens	coiled-coil domain containing 85A
A_23_P67278	ZNF443	Homo sapiens	zinc finger protein 443
A_24_P358054	CTAGE4	Homo sapiens	CTAGE family, member 5 pseudogene; CTAGE family member; CTAGE family, member 4; CTAGE family, member 5
A_24_P358054	Ctage5	Homo sapiens	CTAGE family, member 5 pseudogene; CTAGE family member; CTAGE family, member 4; CTAGE family, member 5
A_24_P358054	LOC220429	Homo sapiens	CTAGE family, member 5 pseudogene; CTAGE family member; CTAGE family, member 4; CTAGE family, member 5
A_24_P358054	CTAGE9	Homo sapiens	CTAGE family, member 5 pseudogene; CTAGE family member; CTAGE family, member 4; CTAGE family, member 5
A_23_P56356	PLB1	Homo sapiens	phospholipase B1
A_23_P200203	Echdc2	Homo sapiens	enoyl Coenzyme A hydratase domain containing 2
A_24_P538403	ROCK1	Homo sapiens	similar to Rho-associated, coiled-coil containing protein kinase 1; Rho-associated, coiled-coil containing protein kinase 1
A_24_P538403	ROCK1P1	Homo sapiens	similar to Rho-associated, coiled-coil containing protein kinase 1; Rho-associated, coiled-coil containing protein kinase 1
A_23_P320530	ZNF780A	Homo sapiens	zinc finger protein 780A
A_23_P46928	pfkp	Homo sapiens	phosphofructokinase, platelet
A_23_P46924	Bub3	Homo sapiens	budding uninhibited by benzimidazoles 3 homolog (yeast)
A_23_P167061	PPEF2	Homo sapiens	protein phosphatase, EF-hand calcium binding domain 2
A_24_P88031	c8orf33	Homo sapiens	chromosome 8 open reading frame 33
A_32_P113066	LRAT	Homo sapiens	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)
A_23_P76983	C14orf45	Homo sapiens	chromosome 14 open reading frame 45
A_23_P161727	Hspb2	Homo sapiens	heat shock 27kDa protein 2
A_32_P131143	CECR4	Homo sapiens	cat eye syndrome chromosome region, candidate 4 (non-protein coding)
A_23_P410859	Zswim6	Homo sapiens	zinc finger, SWIM-type containing 6
A_23_P200216	MAGOH	Homo sapiens	mago-nashi homolog, proliferation-associated (Drosophila)
A_24_P365721	Slc6a14	Homo sapiens	solute carrier family 6 (amino acid transporter), member 14
A_32_P32413	SETBP1	Homo sapiens	SET binding protein 1
A_23_P217054	Dcaf10	Homo sapiens	WD repeat domain 32
A_23_P207564	CCL4	Homo sapiens	chemokine (C-C motif) ligand 4
A_24_P213120	LOC727828	Homo sapiens	tripartite motif-containing protein 64C-like; similar to tripartite motif-containing 43; tripartite motif-containing protein 64B-like
A_24_P213120	TRIM64C	Homo sapiens	tripartite motif-containing protein 64C-like; similar to tripartite motif-containing 43; tripartite motif-containing protein 64B-like
A_24_P213120	TRIM64B	Homo sapiens	tripartite motif-containing protein 64C-like; similar to tripartite motif-containing 43; tripartite motif-containing protein 64B-like
A_24_P213120	LOC440061	Homo sapiens	tripartite motif-containing protein 64C-like; similar to tripartite motif-containing 43; tripartite motif-containing protein 64B-like
A_24_P286898	mapk8	Homo sapiens	mitogen-activated protein kinase 8
A_23_P146512	GOLM1	Homo sapiens	golgi membrane protein 1
A_23_P147641	tcea2	Homo sapiens	transcription elongation factor A (SII), 2
A_23_P67271	PKN1	Homo sapiens	protein kinase N1
A_24_P221414	Dync1i1	Homo sapiens	dynein, cytoplasmic 1, intermediate chain 1
A_23_P413923	dmrta1	Homo sapiens	DMRT-like family A1
A_24_P97825	ccdc69	Homo sapiens	coiled-coil domain containing 69
A_32_P170003	TRAF3IP1	Homo sapiens	TNF receptor-associated factor 3 interacting protein 1
A_23_P380901	PTH2R	Homo sapiens	parathyroid hormone 2 receptor
A_24_P23411	ARMCX3	Homo sapiens	armadillo repeat containing, X-linked 3
A_23_P75741	Ube2l6	Homo sapiens	ubiquitin-conjugating enzyme E2L 6
A_23_P217088	ak1	Homo sapiens	adenylate kinase 1
A_23_P218131	INF2	Homo sapiens	inverted formin, FH2 and WH2 domain containing
A_23_P202448	CXCL12	Homo sapiens	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)
A_23_P305550	capn10	Homo sapiens	calpain 10
A_23_P75749	Glyat	Homo sapiens	glycine-N-acyltransferase
A_23_P67299	Dock6	Homo sapiens	dedicator of cytokinesis 6
A_24_P330691	SUMO3	Homo sapiens	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene; SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae); SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)
A_24_P330691	SUMO2P	Homo sapiens	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene; SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae); SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)
A_24_P330691	Sumo2	Homo sapiens	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene; SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae); SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)
A_23_P320553	PPFIA3	Homo sapiens	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3
A_23_P425967	SPDYE1	Homo sapiens	speedy homolog E6 (Xenopus laevis); similar to speedy homolog A; speedy homolog E5 (Xenopus laevis); WBSCR19-like protein 8-like; speedy homolog E1 (Xenopus laevis)
A_23_P425967	SPDYE5	Homo sapiens	speedy homolog E6 (Xenopus laevis); similar to speedy homolog A; speedy homolog E5 (Xenopus laevis); WBSCR19-like protein 8-like; speedy homolog E1 (Xenopus laevis)
A_23_P425967	SPDYE6	Homo sapiens	speedy homolog E6 (Xenopus laevis); similar to speedy homolog A; speedy homolog E5 (Xenopus laevis); WBSCR19-like protein 8-like; speedy homolog E1 (Xenopus laevis)
A_23_P425967	LOC442572	Homo sapiens	speedy homolog E6 (Xenopus laevis); similar to speedy homolog A; speedy homolog E5 (Xenopus laevis); WBSCR19-like protein 8-like; speedy homolog E1 (Xenopus laevis)
A_23_P207537	Dusp14	Homo sapiens	dual specificity phosphatase 14
A_23_P371215	ICOS	Homo sapiens	inducible T-cell co-stimulator
A_23_P167081	REST	Homo sapiens	RE1-silencing transcription factor
A_23_P73609	ndp	Homo sapiens	Norrie disease (pseudoglioma)
A_24_P250335	snrpa	Homo sapiens	small nuclear ribonucleoprotein polypeptide A
A_23_P46903	CAMK2G	Homo sapiens	calcium/calmodulin-dependent protein kinase II gamma
A_23_P46907	CBARA1	Homo sapiens	calcium binding atopy-related autoantigen 1
A_23_P218126	IFI6	Homo sapiens	interferon, alpha-inducible protein 6
A_23_P380917	SEC11A	Homo sapiens	SEC11 homolog A (S. cerevisiae)
A_23_P153524	C19orf73	Homo sapiens	chromosome 19 open reading frame 73
A_23_P217079	Dpm2	Homo sapiens	dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit
A_23_P153529	TRPM4	Homo sapiens	transient receptor potential cation channel, subfamily M, member 4
A_23_P56347	PSG3	Homo sapiens	pregnancy specific beta-1-glycoprotein 3
A_23_P202458	ZNF22	Homo sapiens	zinc finger protein 22 (KOX 15)
A_32_P209989	mrpl46	Homo sapiens	mitochondrial ribosomal protein L46
A_23_P253896	NPNT	Homo sapiens	nephronectin
A_24_P332926	SFRS14	Homo sapiens	splicing factor, arginine/serine-rich 14
A_23_P167096	VEGFC	Homo sapiens	vascular endothelial growth factor C
A_24_P252462	ttpa	Homo sapiens	tocopherol (alpha) transfer protein
A_24_P61753	kiaa0664	Homo sapiens	KIAA0664
A_24_P206317	hdac9	Homo sapiens	histone deacetylase 9
A_24_P182539	Atg4c	Homo sapiens	ATG4 autophagy related 4 homolog C (S. cerevisiae)
A_23_P34676	Cd247	Homo sapiens	CD247 molecule
A_24_P222997	ZRANB3	Homo sapiens	zinc finger, RAN-binding domain containing 3
A_24_P206328	Pde1c	Homo sapiens	phosphodiesterase 1C, calmodulin-dependent 70kDa
A_32_P478023	npas4	Homo sapiens	neuronal PAS domain protein 4
A_24_P393838	TOMM20	Homo sapiens	similar to translocase of outer mitochondrial membrane 20 homolog; similar to mitochondrial outer membrane protein 19; translocase of outer mitochondrial membrane 20 homolog (yeast)
A_24_P393838	LOC100129272	Homo sapiens	similar to translocase of outer mitochondrial membrane 20 homolog; similar to mitochondrial outer membrane protein 19; translocase of outer mitochondrial membrane 20 homolog (yeast)
A_24_P393838	LOC100131463	Homo sapiens	similar to translocase of outer mitochondrial membrane 20 homolog; similar to mitochondrial outer membrane protein 19; translocase of outer mitochondrial membrane 20 homolog (yeast)
A_23_P337934	FBLIM1	Homo sapiens	filamin binding LIM protein 1
A_23_P501319	ASB4	Homo sapiens	ankyrin repeat and SOCS box-containing 4
A_23_P90612	MCM6	Homo sapiens	minichromosome maintenance complex component 6
A_24_P393844	DPH2	Homo sapiens	DPH2 homolog (S. cerevisiae)
A_23_P218158	smek1	Homo sapiens	SMEK homolog 1, suppressor of mek1 (Dictyostelium)
A_23_P162807	mRpS31	Homo sapiens	mitochondrial ribosomal protein S31
A_23_P217028	USP20	Homo sapiens	ubiquitin specific peptidase 20
A_23_P380928	ARPC4	Homo sapiens	tubulin tyrosine ligase-like family, member 3; actin related protein 2/3 complex, subunit 4, 20kDa
A_23_P380928	TTLL3	Homo sapiens	tubulin tyrosine ligase-like family, member 3; actin related protein 2/3 complex, subunit 4, 20kDa
A_23_P125233	CNN1	Homo sapiens	calponin 1, basic, smooth muscle
A_23_P33154	STAU2	Homo sapiens	staufen, RNA binding protein, homolog 2 (Drosophila)
A_23_P146551	MOBKL2B	Homo sapiens	MOB1, Mps One Binder kinase activator-like 2B (yeast)
A_24_P200023	Il1r1	Homo sapiens	interleukin 1 receptor, type I
A_24_P86868	Mettl10	Homo sapiens	methyltransferase like 10
A_23_P306655	gmppb	Homo sapiens	GDP-mannose pyrophosphorylase B
A_23_P147605	C11orf49	Homo sapiens	chromosome 11 open reading frame 49
A_23_P72503	KLHL2	Homo sapiens	kelch-like 2, Mayven (Drosophila)
A_24_P402779	PARP3	Homo sapiens	poly (ADP-ribose) polymerase family, member 3
A_24_P24972	RPL22P15	Homo sapiens	ribosomal protein L22 pseudogene 15
A_32_P54242	LCORL	Homo sapiens	ligand dependent nuclear receptor corepressor-like
A_32_P45974	C2orf27A	Homo sapiens	hypothetical LOC642669; chromosome 2 open reading frame 27A; hypothetical LOC644525
A_32_P45974	LOC642669	Homo sapiens	hypothetical LOC642669; chromosome 2 open reading frame 27A; hypothetical LOC644525
A_32_P45974	LOC644525	Homo sapiens	hypothetical LOC642669; chromosome 2 open reading frame 27A; hypothetical LOC644525
A_23_P90626	CYTIP	Homo sapiens	cytohesin 1 interacting protein
A_23_P217015	set	Homo sapiens	SET nuclear oncogene; similar to SET translocation
A_23_P217015	LOC646817	Homo sapiens	SET nuclear oncogene; similar to SET translocation
A_23_P252335	C21orf45	Homo sapiens	chromosome 21 open reading frame 45
A_24_P105564	PRKAB2	Homo sapiens	protein kinase, AMP-activated, beta 2 non-catalytic subunit
A_32_P902988	MATN1	Homo sapiens	matrilin 1, cartilage matrix protein
A_23_P33168	SLC18A1	Homo sapiens	solute carrier family 18 (vesicular monoamine), member 1
A_23_P380951	ZNF420	Homo sapiens	zinc finger protein 420
A_23_P214011	CDH6	Homo sapiens	cadherin 6, type 2, K-cadherin (fetal kidney)
A_23_P56380	ZC3H15	Homo sapiens	zinc finger CCCH-type containing 15
A_24_P264063	LOC729173	Homo sapiens	hypothetical protein LOC729173
A_24_P206344	Znf746	Homo sapiens	zinc finger protein 746
A_24_P393864	PHTF1	Homo sapiens	putative homeodomain transcription factor 1
A_24_P357266	grpr	Homo sapiens	gastrin-releasing peptide receptor
A_23_P74653	nudC	Homo sapiens	nuclear distribution gene C homolog (A. nidulans)
A_24_P70906	Pdilt	Homo sapiens	protein disulfide isomerase-like, testis expressed
A_32_P515971	LOC100133744	Homo sapiens	similar to hypoxia-inducible protein 2; EF-hand calcium binding domain 3
A_32_P515971	EFCAB3	Homo sapiens	similar to hypoxia-inducible protein 2; EF-hand calcium binding domain 3
A_24_P251381	Nhej1	Homo sapiens	nonhomologous end-joining factor 1
A_24_P206343	MYO1G	Homo sapiens	myosin IG
A_23_P252322	ATP5E	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit pseudogene 2; ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit
A_23_P252322	ATP5EP2	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit pseudogene 2; ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit
A_23_P380965	JKAMP	Homo sapiens	chromosome 14 open reading frame 100
A_23_P162846	lamp1	Homo sapiens	lysosomal-associated membrane protein 1
A_23_P125204	OR10G8	Homo sapiens	olfactory receptor, family 10, subfamily G, member 8
A_23_P202496	NOC3L	Homo sapiens	nucleolar complex associated 3 homolog (S. cerevisiae)
A_23_P216149	LOC646127	Homo sapiens	similar to telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1 pseudogene
A_23_P216149	LOC646316	Homo sapiens	similar to telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1 pseudogene
A_23_P216149	LOC283523	Homo sapiens	similar to telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1 pseudogene
A_23_P216149	TERF1	Homo sapiens	similar to telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1 pseudogene
A_23_P216149	LOC646359	Homo sapiens	similar to telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1 pseudogene
A_24_P25530	grin2c	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate 2C
A_23_P72527	ADAM18	Homo sapiens	ADAM metallopeptidase domain 18
A_23_P74668	C1orf158	Homo sapiens	chromosome 1 open reading frame 158
A_23_P425990	Mtus2	Homo sapiens	KIAA0774
A_23_P208636	SHANK1	Homo sapiens	SH3 and multiple ankyrin repeat domains 1
A_32_P103837	LOC728115	Homo sapiens	similar to hCG2020539; family with sequence similarity 60, member A; similar to family with sequence similarity 60, member A
A_32_P103837	fam60a	Homo sapiens	similar to hCG2020539; family with sequence similarity 60, member A; similar to family with sequence similarity 60, member A
A_32_P103837	LOC728592	Homo sapiens	similar to hCG2020539; family with sequence similarity 60, member A; similar to family with sequence similarity 60, member A
